영화명,감독,배급사,개봉일,국적,전국 매출액,장르,등급,배우
새엄마는 전여친,"이상민,이상민",(주)영화사가을,2018/01/18,한국,"6,000",멜로/로맨스,청소년관람불가,0
새엄마는 전여친 무삭제,이상민,(주)영화사가을,2018/07/24,한국,"6,000",멜로/로맨스,청소년관람불가,0
새엄마와 그녀의 여동생,최강호,(주)영화사가을,2017/06/01,한국,"5,000",멜로/로맨스,청소년관람불가,0
새엄마와 그녀의 여동생 무삭제판,최강호,(주)영화사가을,2017/09/07,한국,"6,000",멜로/로맨스,청소년관람불가,0
새엄마의 섹스 교육,최강호,(주)영화사가을,2017/08/17,한국,"6,000",멜로/로맨스,청소년관람불가,0
새엄마의 섹스 교육 무삭제판,최강호,(주)영화사가을,2018/01/09,한국,"6,000",멜로/로맨스,청소년관람불가,0
새오빠 무삭제,이상우,(주)영화사 사계절,2017/04/04,한국,"5,000",멜로/로맨스,청소년관람불가,0
새오빠2 무삭제,조태호,(주)영화사가을,2018/11/06,한국,"6,000",멜로/로맨스,청소년관람불가,0
선녀는 몸으로 운다-무삭제판,이전,(주)케이알씨지,2018/11/28,한국,"1,000",멜로/로맨스,청소년관람불가,0
선배의 여자친구,김정오,(주)영화사가을,2016/12/01,한국,"5,000",멜로/로맨스,청소년관람불가,0
선배의 여자친구 무삭제,김정오,(주)영화사가을,2017/02/23,한국,"5,000",멜로/로맨스,청소년관람불가,0
성 심청전,이슬,골든타이드픽처스(주),2017/11/21,한국,"5,000",,청소년관람불가,0
성난 화가 - 무삭제판,전규환,(주)트리필름,2015/09/03,한국,"6,000",액션,청소년관람불가,0
성판17: 남자들의 17가지 성적 판타지 무삭제판,송은주,주식회사 레드아이스,2018/03/12,한국,"1,000",기타,청소년관람불가,0
섹남섹녀,최석원,(주)씨맥스커뮤니케이션즈,2018/04/26,한국,"2,000",,청소년관람불가,0
섹스 인 더 게임 무삭제판,신성진,선셋 시네마,2018/09/07,한국,"2,000",,청소년관람불가,0
섹스는 맛있다,제임스 김,(주)씨맥스커뮤니케이션즈,2018/11/06,한국,"2,000",,청소년관람불가,0
섹스는 맛있다 무삭제판,제임스 김,(주)씨맥스커뮤니케이션즈,2019/02/07,한국,"2,000",,청소년관람불가,0
섹스의 목적-무삭제판,이민,(주)케이알씨지,2018/06/19,한국,"1,000",멜로/로맨스,청소년관람불가,0
섹스하기 좋은 날,김이슬,(주)영화사가을,2019/03/15,한국,"6,000",멜로/로맨스,청소년관람불가,0
소문의 여자,지슬,골든타이드픽처스(주),2018/01/02,한국,"2,000",,청소년관람불가,0
소희의은근히꼴리는사생활,김이슬,스마일컨텐츠,2019/05/24,한국,"5,000",멜로/로맨스,청소년관람불가,0
소희의은근히꼴리는사생활-무삭제,김이슬,스마일컨텐츠,2019/07/22,한국,"5,000",멜로/로맨스,청소년관람불가,0
수상한 아가씨,김서연,고구마콘텐츠허브(주),2019/04/01,한국,"2,000",기타,청소년관람불가,0
수상한 종업원(무삭제판),한동호,(주)가온콘텐츠,2018/05/29,한국,"5,000",멜로/로맨스,청소년관람불가,0
수상한 진료실: 엄마친구의 특별한 치료,강정훈,(주)소나무픽쳐스,2018/03/06,한국,"5,000",멜로/로맨스,청소년관람불가,0
수상한 진료실: 엄마친구의 특별한 치료-무삭제판,강정훈,(주)소나무픽쳐스,2018/04/17,한국,"5,000",멜로/로맨스,청소년관람불가,0
스와핑 민박집- 무삭제판,박은수,(주)케이알씨지,2018/11/28,한국,"1,000",멜로/로맨스,청소년관람불가,0
스와핑 하던 날 무삭제,명석환,(주)영화사 사계절,2017/10/31,한국,"6,000",멜로/로맨스,청소년관람불가,0
스와핑 : 대학 동창들,김진수,(주)영화사가을,2019/08/16,한국,"6,000",멜로/로맨스,청소년관람불가,0
스와핑 : 두자매,김진수,(주)영화사가을,2019/08/30,한국,"6,000",멜로/로맨스,청소년관람불가,0
스와핑 : 친구부부의 쾌락,김민식,(주)영화사가을,2017/01/17,한국,"5,000",멜로/로맨스,청소년관람불가,카노우 아야코
스와핑 : 친구부부의 쾌락 무삭제판,김민식,(주)영화사가을,2017/03/28,한국,"5,000",멜로/로맨스,청소년관람불가,0
스와핑 : 친구부부의 쾌락 2,"정완경,안상진",(주)영화사가을,2018/08/16,한국,"6,000",멜로/로맨스,청소년관람불가,0
스와핑 : 친구부부의 쾌락 2 무삭제,정완경,(주)영화사가을,2018/11/12,한국,"6,000",멜로/로맨스,청소년관람불가,0
스와핑 : 친구부부의 쾌락 3,김진수,(주)영화사가을,2019/07/26,한국,"6,000",멜로/로맨스,청소년관람불가,0
스와핑 : 친구의 아내 무삭제판,홍성수,(주)영화사 사계절,2017/03/28,한국,"5,000",멜로/로맨스,청소년관람불가,0
스와핑 : 친구의 아내 2 무삭제,유해종,(주)영화사가을,2018/11/20,한국,"6,000",멜로/로맨스,청소년관람불가,0
스와핑 : 형의 여자,최강호,(주)영화사가을,2017/08/17,한국,"6,000",멜로/로맨스,청소년관람불가,0
스와핑 : 형의 여자 무삭제판,최강호,(주)영화사가을,2018/01/09,한국,"6,000",멜로/로맨스,청소년관람불가,하야마 미쿠
스와핑: 교수와 제자들,이정,(주)소나무픽쳐스,2019/04/17,한국,"5,000",멜로/로맨스,청소년관람불가,0
시아버지와 두 며느리,김민식,(주)영화사가을,2017/02/02,한국,"5,000",멜로/로맨스,청소년관람불가,0
시아버지와 두 며느리 무삭제판,김민식,(주)영화사가을,2017/09/21,한국,"6,000",멜로/로맨스,청소년관람불가,0
시아버지와 두 며느리 2,정완경,(주)영화사가을,2019/07/17,한국,"6,000",멜로/로맨스,청소년관람불가,0
시아의 몽정기-무삭제,김다니엘,스마일컨텐츠,2018/09/07,한국,"5,000",멜로/로맨스,청소년관람불가,0
신어우동,김태수,(주)컨텐츠 빌리지,2017/09/21,한국,"3,000",멜로/로맨스,청소년관람불가,김인애
신입사원(무삭제판),한동호,(주)가온콘텐츠,2018/05/15,한국,"5,000",멜로/로맨스,청소년관람불가,0
신혼부부의 성생활 무삭제,조태호,(주)영화사가을,2018/11/13,한국,"5,000",멜로/로맨스,청소년관람불가,0
신혼여행 : 불륜,김정오,(주)영화사가을,2017/01/17,한국,"5,000",멜로/로맨스,청소년관람불가,미즈미 사키
신혼여행 : 불륜 무삭제,김정오,(주)영화사가을,2017/03/28,한국,"5,000",멜로/로맨스,청소년관람불가,0
아내들의 속사정,"최석원,최석원",(주)씨맥스커뮤니케이션즈,2018/01/11,한국,"2,000",,청소년관람불가,0
아내를 바꾸다 무삭제,김무원,(주)영화사 사계절,2018/01/16,한국,"6,000",멜로/로맨스,청소년관람불가,0
아내의 동창회 무삭제,이리단,(주)영화사 사계절,2017/10/31,한국,"6,000",멜로/로맨스,청소년관람불가,0
아내의 맛 무삭제판,김부곤,(주)영화사가을,2019/04/22,한국,"6,000",멜로/로맨스,청소년관람불가,0
아내의 불륜2,김민식,(주)영화사가을,2017/01/25,한국,"5,000",멜로/로맨스,청소년관람불가,하즈키 노조미
아내의 불륜2 무삭제판,김민식,(주)영화사가을,2017/03/28,한국,"5,000",멜로/로맨스,청소년관람불가,0
아내의 애인 2 무삭제,조태호,(주)영화사가을,2018/09/21,한국,"6,000",멜로/로맨스,청소년관람불가,0
아내의 엄마 무삭제,임현태,(주)영화사가을,2018/11/08,한국,"6,000",멜로/로맨스,청소년관람불가,0
아내의 엄마 2,김빛나,(주)영화사가을,2019/01/25,한국,"6,000",멜로/로맨스,청소년관람불가,0
아내의 엄마들,이진,(주)소나무픽쳐스,2018/12/07,한국,"5,000",멜로/로맨스,청소년관람불가,0
아내의 엄마들(감독판),이진,(주)소나무픽쳐스,2019/01/11,한국,"5,000",멜로/로맨스,청소년관람불가,0
아내의 101번째 결혼,최석원,(주)레드언더미디어,2017/11/20,한국,"5,000",멜로/로맨스,청소년관람불가,이채담
아내의교환섹스,천성준,(주)케이피에이기획,2019/07/19,한국,"5,000",멜로/로맨스,청소년관람불가,0
아빠친구-무삭제판,이슬,스마일컨텐츠,2016/11/25,한국,"2,000",멜로/로맨스,청소년관람불가,안세희
아빠친구2-무삭제판,감자,스마일컨텐츠,2019/01/04,한국,"5,000",멜로/로맨스,청소년관람불가,0
안해 무삭제,이강림,(주)콘텐츠윙,2017/05/25,한국,"2,000",드라마,청소년관람불가,0
알래스카 북극곰(무삭제판),윤중부,(주)나우콘텐츠,2019/04/11,한국,"6,000",멜로/로맨스,청소년관람불가,0
애인 : 아내의 남자 무삭제,임현태,(주)영화사가을,2018/11/12,한국,"6,000",멜로/로맨스,청소년관람불가,0
야한 목소리-쏠리네,이두희,(주)콘텐츠윙,2017/02/16,한국,"2,000",멜로/로맨스,청소년관람불가,이수
야한 정사의 맛-감독판,이민,(주)케이알씨지,2018/04/24,한국,"1,000",기타,청소년관람불가,0
야한 짓 : 무삭제판,이민,(주)케이알씨지,2018/08/30,한국,"1,000",멜로/로맨스,청소년관람불가,0
야한여친,박범수,(주)케이알씨지,2017/09/20,한국,"2,000",드라마,청소년관람불가,지오
약혼녀의 언니,이지은,(주)메이크아트,2019/07/12,한국,"6,000",멜로/로맨스,청소년관람불가,0
어린 누나 2 - 무삭제판,정진호,(주)컨텐츠 빌리지,2019/01/24,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 누나 3 - 무삭제판,계장혁,(주)컨텐츠 빌리지,2019/07/30,한국,"1,000",멜로/로맨스,청소년관람불가,0
어린 누나-무삭제판,김태수,(주)컨텐츠 빌리지,2018/06/26,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 사촌 여동생들,이정,(주)소나무픽쳐스,2019/04/05,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 새엄마-감독판,이전,(주)케이알씨지,2019/02/14,한국,"1,000",멜로/로맨스,청소년관람불가,0
어린 새엄마들,이정,(주)소나무픽쳐스,2018/12/18,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 새엄마들 (감독판),이정,(주)소나무픽쳐스,2019/01/11,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 아내-무삭제판,화니,(주)케이알씨지,2018/05/29,한국,"1,000",멜로/로맨스,청소년관람불가,0
어린 엄마 - 무삭제판,계장혁,(주)에이블엔터테인먼트,2018/03/26,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 엄마 2 - 무삭제판,정진호,(주)컨텐츠 빌리지,2019/05/21,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 엄마 3 - 무삭제판,계장혁,(주)컨텐츠 빌리지,2019/07/30,한국,"1,000",멜로/로맨스,청소년관람불가,0
어린 여동생,강정훈,(주)소나무픽쳐스,2019/06/03,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 여자: 맛있는 관음-무삭제판,이민환,(주)케이알씨지,2018/03/27,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 이모 - 무삭제판,계장혁,(주)컨텐츠 빌리지,2018/08/15,한국,"1,000",멜로/로맨스,청소년관람불가,0
어린 장모들,강정훈,(주)소나무픽쳐스,2018/11/20,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 장모들 (감독판),강정훈,(주)소나무픽쳐스,2019/01/11,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 제부 2019,이정,(주)소나무픽쳐스,2019/01/29,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 제부 2019 (감독판),이정,(주)소나무픽쳐스,2019/03/08,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 처제 - 무삭제판,최우성,(주)컨텐츠 빌리지,2018/07/24,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 처제 2 - 무삭제판,김태수,(주)컨텐츠 빌리지,2018/11/17,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 처제 3 - 무삭제판,계장혁,(주)컨텐츠 빌리지,2019/08/14,한국,"1,000",멜로/로맨스,청소년관람불가,0
어린 처형- 무삭제판,계장혁,(주)컨텐츠 빌리지,2019/01/22,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 형수,최우성,핵존슨,2016/09/23,한국,"5,000",멜로/로맨스,청소년관람불가,도모세
어린 형수 2,김태수,너바나 필름,2017/02/10,한국,"3,000",멜로/로맨스,청소년관람불가,한가희
어린 형수 3 - 무삭제판,최우성,(주)컨텐츠 빌리지,2018/01/24,한국,"2,000",멜로/로맨스,청소년관람불가,0
어린 형수 4-무삭제판,최우성,(주)컨텐츠 빌리지,2019/03/18,한국,"1,000",멜로/로맨스,청소년관람불가,0
어린 형수님들,이재금,(주)소나무픽쳐스,2019/01/11,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 형수님들 (감독판),이재금,(주)소나무픽쳐스,2019/03/08,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린 형수와 여동생,이진,(주)소나무픽쳐스,2019/06/14,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린여동생,정민용,스마일컨텐츠,2019/07/08,한국,"5,000",멜로/로맨스,청소년관람불가,0
어린장모-무삭제,최은정,스마일컨텐츠,2018/06/15,한국,"5,000",멜로/로맨스,청소년관람불가,0
어우동: 주인 없는 꽃 무삭제판,이수성,(주)드림팩트엔터테인먼트,2015/06/24,한국,"5,000",멜로/로맨스,청소년관람불가,0
어쩌다 옥탑방,최병욱,고구마콘텐츠허브(주),2019/04/17,한국,"1,000",SF,15세이상관람가,홍석우
엄딸,강백호,주식회사 이엔터,2016/05/26,한국,"5,000",멜로/로맨스,청소년관람불가,윤정
엄마 애인 -무삭제판,정진호,(주)에이블엔터테인먼트,2018/04/18,한국,"2,000",멜로/로맨스,청소년관람불가,0
엄마 애인 2 - 무삭제판,최우성,(주)컨텐츠 빌리지,2019/05/14,한국,"2,000",멜로/로맨스,청소년관람불가,0
엄마 애인 3 - 무삭제판,정진호,(주)컨텐츠 빌리지,2019/07/30,한국,"1,000",멜로/로맨스,청소년관람불가,0
엄마 친구 : 그녀의 섹스고백,최강호,(주)영화사가을,2017/09/07,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마 친구 : 그녀의 섹스고백 무삭제판,최강호,(주)영화사가을,2018/01/09,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마 친구 : 여자를 배우다,최강호,(주)영화사가을,2017/06/01,한국,"5,000",멜로/로맨스,청소년관람불가,0
엄마 친구 : 여자를 배우다 무삭제판,최강호,(주)영화사가을,2017/07/20,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마 친구들과의 정사,강정훈,(주)소나무픽쳐스,2018/08/10,한국,"5,000",멜로/로맨스,청소년관람불가,0
엄마 친구들과의 정사(감독판),강정훈,(주)소나무픽쳐스,2018/10/12,한국,"5,000",멜로/로맨스,청소년관람불가,0
엄마 친구의 섹스,최강호,(주)영화사가을,2017/08/17,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마의 불륜,김민식,(주)영화사가을,2017/02/09,한국,"5,000",멜로/로맨스,청소년관람불가,0
엄마의 불륜 무삭제판,김민식,(주)영화사가을,2017/07/25,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마의 연애 무삭제,임현태,(주)영화사가을,2018/11/06,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마의 정사,이상민,(주)영화사가을,2018/08/14,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마의 정사 무삭제,이상민,(주)영화사가을,2019/05/28,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마의 직업 [무삭제판],도봉산,(주)마이애미미디어,2017/12/04,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마친구 딸,김민식,(주)영화사가을,2017/02/02,한국,"5,000",멜로/로맨스,청소년관람불가,아오이 유우타
엄마친구 딸 무삭제판,김민식,(주)영화사가을,2017/09/21,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마친구 3 무삭제판,명석환,(주)영화사 사계절,2017/07/18,한국,"6,000",멜로/로맨스,청소년관람불가,0
엄마친구 4 무삭제,채준우,(주)영화사 사계절,2018/06/04,한국,"6,000",멜로/로맨스,청소년관람불가,0
